23,23,23,23,24,23,23,23,23,23,23,22,23,23,24,23,23,23,3,45,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,221,22,23,23,24,23,23,23,23,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,23,200,-1,-1,-1,-1,-1,198,200,-1,-1,-1,-1,-1,198,199
23,23,23,23,24,45,45,45,45,45,45,22,23,23,24,23,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,24,221,221,221,221,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,23,200,-1,-1,-1,-1,-1,198,200,-1,-1,-1,-1,-1,198,199
23,23,23,23,24,-1,-1,-1,-1,-1,-1,22,23,23,24,45,45,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,44,45,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,220,221,222,17,18,18,18,19,220,222,-1,-1,-1,-1,-1,198,199
45,45,45,45,46,-1,-1,-1,-1,-1,-1,44,45,45,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,176,177,177,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,23,23,200,-1,-1,-1,-1,176,177,177,178,-1,-1,-1,-1,-1,-1,176,177,177,177,177,198,199
23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,23,23,200,-1,-1,-1,-1,198,23,179,222,-1,-1,-1,-1,-1,-1,220,221,221,221,221,198,199
23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,22,24,-1,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,23,23,200,17,18,18,19,220,221,222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
1,1,1,2,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,24,-1,-1,22,24,-1,-1,-1,-1,22,23,23,24,177,177,177,177,177,177,177,177,177,177,178,-1,-1,-1,-1,198,23,23,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
23,23,23,24,-1,-1,-1,-1,-1,-1,22,23,23,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,23,23,24,-1,-1,22,24,177,177,177,177,22,23,23,24,23,23,23,23,23,23,23,23,23,23,200,-1,-1,-1,-1,198,23,23,200,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
23,23,23,24,-1,-1,0,1,1,1,22,23,23,24,1,1,1,1,1,2,-1,-1,-1,-1,22,23,23,24,-1,-1,22,24,23,23,23,23,22,23,23,24,23,23,23,23,23,23,23,23,23,23,200,-1,-1,-1,-1,198,23,23,201,177,178,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,198,199
23,23,23,24,1,1,26,23,23,23,22,23,23,24,23,23,23,23,23,24,-1,-1,-1,-1,22,23,23,24,-1,-1,22,24,23,23,23,23,22,23,23,24,23,23,23,23,23,23,23,23,23,23,200,-1,-1,-1,-1,198,23,23,23,23,201,177,177,177,177,177,177,177,178,-1,-1,-1,176,177,178,-1,-1,-1,198,199
